Log Message
09 19 2023 01:13:58 11.1.0.53 <LOC0:INFO> Sep 19 01:13:58 11.1.0.53 EVID:0009 172.16.0.10: user account susan.mccall.42 deleted by Administrator Session ID: 3605ef69-9865-4c1c-998b-80bd5310d4fb
09 18 2023 22:01:15 11.1.0.53 <LOC0:INFO> Sep 18 22:01:15 11.1.0.53 EVID:0004 Server2: successful login for user susan.mccall.42 from 192.168.43.27 Session ID: 06122d5d-1e56-4570-a3cd-9dae72632e69
09 18 2023 21:55:36 11.1.0.53 <LOC0:INFO> Sep 18 21:55:36 11.1.0.53 EVID:0004 172.16.0.10: successful login for user susan.mccall.42 from 192.168.43.29 Session ID: fa1af070-7530-4aca-9b42-819963411a4e
09 18 2023 21:55:12 11.1.0.53 <LOC0:INFO> Sep 18 21:55:12 11.1.0.53 EVID:0004 Server1: successful login for user susan.mccall.42 from UserPC4 Session ID: 3ea2c5fc-fddd-4b5f-b7f8-813db67e82b9
09 18 2023 21:54:58 11.1.0.53 <LOC0:INFO> Sep 18 21:54:58 11.1.0.53 EVID:0004 172.16.0.14: successful login for user susan.mccall.42 from UserPC13 Session ID: 2fa707f7-7507-4325-8657-7dc77b9c0eb6
09 18 2023 21:46:45 11.1.0.53 <LOC0:INFO> Sep 18 21:46:45 11.1.0.53 EVID:0004 172.16.0.19: successful login for user susan.mccall.42 from 192.168.43.10 Session ID: ace4ff55-714f-4945-8d92-7f0b67245f1c
09 18 2023 21:01:40 11.1.0.53 <LOC0:INFO> Sep 18 21:01:40 11.1.0.53 EVID:0004 Server4: successful login for user susan.mccall.42 from 192.168.43.14 Session ID: df609639-4666-44ca-a0d4-8e6bc9a802dc
09 18 2023 20:34:53 11.1.0.53 <LOC0:INFO> Sep 18 20:34:53 11.1.0.53 EVID:0004 172.16.0.13: successful login for user susan.mccall.42 from UserPC4 Session ID: 7b7f5312-9f5e-4984-b2ae-af2e4156d8ad
09 18 2023 19:49:12 11.1.0.53 <LOC0:INFO> Sep 18 19:49:12 11.1.0.53 EVID:0004 172.16.0.5: successful login for user susan.mccall.42 from 192.168.43.19 Session ID: ace2a3ce-952f-4294-8810-b883f56fd2f6
09 18 2023 19:45:26 11.1.0.53 <LOC0:INFO> Sep 18 19:45:26 11.1.0.53 EVID:0004 Server5: successful login for user susan.mccall.42 from 192.168.43.4 Session ID: 0feb1b7a-3dff-46b8-be5d-36a41bc9264f
09 18 2023 18:53:50 11.1.0.53 <LOC0:INFO> Sep 18 18:53:50 11.1.0.53 EVID:0004 172.16.0.17: successful login for user susan.mccall.42 from 192.168.43.14 Session ID: ed838b62-a0b7-4a33-9915-75db51829b2b
09 18 2023 18:49:05 11.1.0.53 <LOC0:INFO> Sep 18 18:49:05 11.1.0.53 EVID:0004 172.16.0.5: successful login for user susan.mccall.42 from UserPC2 Session ID: d318617c-85cb-4e88-bba6-6cf8c69b873a
09 18 2023 18:34:31 11.1.0.53 <LOC0:INFO> Sep 18 18:34:31 11.1.0.53 EVID:0004 172.16.0.3: successful login for user susan.mccall.42 from 192.168.43.32 Session ID: 98411dab-647a-48da-b89c-e0cdebd29f2a
09 18 2023 18:21:49 11.1.0.53 <LOC0:INFO> Sep 18 18:21:49 11.1.0.53 EVID:0004 172.16.0.9: successful login for user susan.mccall.42 from 192.168.43.18 Session ID: 56491d02-72c3-43ea-b7c5-6cb3373199fd
09 18 2023 18:17:14 11.1.0.53 <LOC0:INFO> Sep 18 18:17:14 11.1.0.53 EVID:0004 172.16.0.14: successful login for user susan.mccall.42 from 192.168.43.30 Session ID: 1b04aaa1-b730-41c3-8a78-731bbee707b2
09 18 2023 17:52:33 11.1.0.53 <LOC0:INFO> Sep 18 17:52:33 11.1.0.53 EVID:0004 172.16.0.14: successful login for user susan.mccall.42 from 192.168.43.15 Session ID: bffce774-cc1d-4ad3-86f6-222e28fc8091
09 18 2023 17:28:54 11.1.0.53 <LOC0:INFO> Sep 18 17:28:54 11.1.0.53 EVID:0004 Server2: successful login for user susan.mccall.42 from 192.168.43.7 Session ID: 63bd2481-136f-4cbd-8618-77d779a2f120
09 18 2023 17:28:38 11.1.0.53 <LOC0:INFO> Sep 18 17:28:38 11.1.0.53 EVID:0004 172.16.0.10: successful login for user susan.mccall.42 from 192.168.43.31 Session ID: 7e9c6e3b-5a3a-4cb7-aa25-5e2d1d8845df
09 18 2023 17:17:58 11.1.0.53 <LOC0:INFO> Sep 18 17:17:58 11.1.0.53 EVID:0004 172.16.0.20: successful login for user susan.mccall.42 from UserPC6 Session ID: 400fe679-d59c-44ca-a13a-bc39a4197851
09 18 2023 16:51:50 11.1.0.53 <LOC0:INFO> Sep 18 16:51:50 11.1.0.53 EVID:0004 FTPServer.acme.com: successful login for user susan.mccall.42 from 221.120.231.224 Session ID: 67ff5722-bb24-40be-9abf-b4c2a8db9dac
09 18 2023 16:51:23 11.1.0.53 <LOC0:INFO> Sep 18 16:51:23 11.1.0.53 EVID:0004 Server1: successful login for user susan.mccall.42 from 192.168.43.12 Session ID: 6bbc00a5-f7e9-45f4-bf79-3299494d7fe0
09 18 2023 16:45:32 11.1.0.53 <LOC0:INFO> Sep 18 16:45:32 11.1.0.53 EVID:0004 172.16.0.1: successful login for user susan.mccall.42 from UserPC3 Session ID: 5441ebac-d4b4-4241-a249-05659adeb749
09 18 2023 16:37:25 11.1.0.53 <LOC0:INFO> Sep 18 16:37:25 11.1.0.53 EVID:0004 172.16.0.6: successful login for user susan.mccall.42 from 192.168.43.14 Session ID: 06edd70b-ea2d-48ee-9767-1611910e0d18
09 18 2023 16:33:01 11.1.0.53 <LOC0:INFO> Sep 18 16:33:01 11.1.0.53 EVID:0004 172.16.0.2: successful login for user susan.mccall.42 from 192.168.43.17 Session ID: 70312471-ab46-48b2-ba9f-f88c7e9b1830
09 18 2023 16:23:03 11.1.0.53 <LOC0:INFO> Sep 18 16:23:03 11.1.0.53 EVID:0004 Server5: successful login for user susan.mccall.42 from 192.168.43.3 Session ID: 4561a766-76ba-4106-8d0b-a43da69c42ce
09 18 2023 16:21:49 11.1.0.53 <LOC0:INFO> Sep 18 16:21:49 11.1.0.53 EVID:0004 172.16.0.8: successful login for user susan.mccall.42 from 192.168.43.8 Session ID: cfea672b-a363-45e6-b231-028a0960905b
09 18 2023 16:12:10 11.1.0.53 <LOC0:INFO> Sep 18 16:12:10 11.1.0.53 EVID:0004 172.16.0.3: successful login for user susan.mccall.42 from UserPC3 Session ID: 64971116-9055-430d-823f-c501cef91ffc
09 18 2023 15:46:04 11.1.0.53 <LOC0:INFO> Sep 18 15:46:04 11.1.0.53 EVID:0004 172.16.0.17: successful login for user susan.mccall.42 from 192.168.43.22 Session ID: 32a3b30c-1f36-42df-b3d4-36bd1e6fb94e
09 18 2023 15:38:53 11.1.0.53 <LOC0:INFO> Sep 18 15:38:53 11.1.0.53 EVID:0004 172.16.0.18: successful login for user susan.mccall.42 from 192.168.43.26 Session ID: 26ec098a-9860-4c9a-bb02-ef9bb8ead375
09 18 2023 15:32:42 11.1.0.53 <LOC0:INFO> Sep 18 15:32:42 11.1.0.53 EVID:0004 172.16.0.11: successful login for user susan.mccall.42 from 192.168.43.3 Session ID: b61c10fa-b0cc-4709-9707-fafd9960e32c
09 18 2023 15:28:23 11.1.0.53 <LOC0:INFO> Sep 18 15:28:23 11.1.0.53 EVID:0004 172.16.0.14: successful login for user susan.mccall.42 from 192.168.43.26 Session ID: a235d545-6f3c-493c-a902-321fad5a6f19
09 18 2023 15:26:18 11.1.0.53 <LOC0:INFO> Sep 18 15:26:18 11.1.0.53 EVID:0004 Server4: successful login for user susan.mccall.42 from 192.168.43.22 Session ID: 7407abe1-0ea3-4b30-a130-0fc468254606
09 18 2023 15:20:51 11.1.0.53 <LOC0:INFO> Sep 18 15:20:51 11.1.0.53 EVID:0004 172.16.0.8: successful login for user susan.mccall.42 from UserPC14 Session ID: 1b2cd7fb-2d19-4c35-bb2d-5ca508f672a8
09 18 2023 13:56:25 11.1.0.53 <LOC0:INFO> Sep 18 13:56:25 11.1.0.53 EVID:0004 172.16.0.13: successful login for user susan.mccall.42 from UserPC9 Session ID: e721ea8e-3898-4fb8-99c2-b9849af784ec
09 18 2023 13:45:54 11.1.0.53 <LOC0:INFO> Sep 18 13:45:54 11.1.0.53 EVID:0004 172.16.0.14: successful login for user susan.mccall.42 from 192.168.43.21 Session ID: 93e4db2a-08c6-4afd-a069-b734fa62703c
09 18 2023 13:22:37 11.1.0.53 <LOC0:INFO> Sep 18 13:22:37 11.1.0.53 EVID:0004 172.16.0.3: successful login for user susan.mccall.42 from 192.168.43.6 Session ID: 9447175f-790f-41d7-b405-56c837af9437
09 18 2023 13:10:02 11.1.0.53 <LOC0:INFO> Sep 18 13:10:02 11.1.0.53 EVID:0004 172.16.0.15: successful login for user susan.mccall.42 from 192.168.43.30 Session ID: 61c07d28-4fcb-43f7-a721-3a451b5b3ca2
09 18 2023 13:02:00 11.1.0.53 <LOC0:INFO> Sep 18 13:02:00 11.1.0.53 EVID:0004 Server3: successful login for user susan.mccall.42 from 192.168.43.7 Session ID: c8cc959e-1038-46b2-8594-f0543e3bc0b1
09 18 2023 12:54:14 11.1.0.53 <LOC0:INFO> Sep 18 12:54:14 11.1.0.53 EVID:0004 172.16.0.12: successful login for user susan.mccall.42 from UserPC2 Session ID: de1eafac-9319-4fe9-965d-d7c82648061b
09 18 2023 12:50:59 11.1.0.53 <LOC0:INFO> Sep 18 12:50:59 11.1.0.53 EVID:0004 172.16.0.19: successful login for user susan.mccall.42 from UserPC14 Session ID: 79f49799-5c64-4393-a44e-bbce7e50f8c1
09 18 2023 12:50:18 11.1.0.53 <LOC0:INFO> Sep 18 12:50:18 11.1.0.53 EVID:0004 Server5: successful login for user susan.mccall.42 from 192.168.43.32 Session ID: 40e20929-5ad5-43c9-9b87-14a47bcef19b
09 18 2023 12:45:44 11.1.0.53 <LOC0:INFO> Sep 18 12:45:44 11.1.0.53 EVID:0004 172.16.0.16: successful login for user susan.mccall.42 from UserPC5 Session ID: dda7c9ea-6610-460e-be6d-5deff3e67197
09 18 2023 12:44:39 11.1.0.53 <LOC0:INFO> Sep 18 12:44:39 11.1.0.53 EVID:0004 Server2: successful login for user susan.mccall.42 from UserPC5 Session ID: 7dc4ee20-4c6f-4bc1-80c4-9add8f6e9305
09 18 2023 12:42:27 11.1.0.53 <LOC0:INFO> Sep 18 12:42:27 11.1.0.53 EVID:0004 172.16.0.15: successful login for user susan.mccall.42 from 192.168.43.6 Session ID: aafed9a1-49a1-4b5a-8ec3-b4e5236dc6c2
09 18 2023 12:42:11 11.1.0.53 <LOC0:INFO> Sep 18 12:42:11 11.1.0.53 EVID:0004 172.16.0.15: successful login for user susan.mccall.42 from 192.168.43.19 Session ID: a6e0839c-a739-4b6c-aa46-017a31e90fac
09 18 2023 12:40:24 11.1.0.53 <LOC0:INFO> Sep 18 12:40:24 11.1.0.53 EVID:0004 172.16.0.7: successful login for user susan.mccall.42 from 192.168.43.18 Session ID: 1da5fbfd-5b6e-41f3-b2bd-8f6f1b34134f
09 18 2023 12:31:51 11.1.0.53 <LOC0:INFO> Sep 18 12:31:51 11.1.0.53 EVID:0004 172.16.0.12: successful login for user susan.mccall.42 from 192.168.43.5 Session ID: fdf9fcb4-e85d-42b2-bc2b-d9a719505aba
09 18 2023 12:11:56 11.1.0.53 <LOC0:INFO> Sep 18 12:11:56 11.1.0.53 EVID:0004 172.16.0.7: successful login for user susan.mccall.42 from 192.168.43.24 Session ID: e3f95a76-4f99-4a48-b93b-c1a5d47fa1a6
09 18 2023 11:51:16 11.1.0.53 <LOC0:INFO> Sep 18 11:51:16 11.1.0.53 EVID:0004 Server4: successful login for user susan.mccall.42 from UserPC7 Session ID: c1af8970-856b-48e5-8386-ebaf5bd78bef
09 18 2023 11:41:03 11.1.0.53 <LOC0:INFO> Sep 18 11:41:03 11.1.0.53 EVID:0004 172.16.0.20: successful login for user susan.mccall.42 from 192.168.43.18 Session ID: 583dbff7-059d-4570-bdc8-bcef17ccd226
09 18 2023 11:29:05 11.1.0.53 <LOC0:INFO> Sep 18 11:29:05 11.1.0.53 EVID:0004 172.16.0.11: successful login for user susan.mccall.42 from 192.168.43.29 Session ID: 6f03686f-c4ce-4b0e-8820-a23f405913cb
09 18 2023 11:15:15 11.1.0.53 <LOC0:INFO> Sep 18 11:15:15 11.1.0.53 EVID:0004 Server2: successful login for user susan.mccall.42 from UserPC16 Session ID: 8705402e-787f-4617-8493-2a8015b7cd53
09 18 2023 10:49:06 11.1.0.53 <LOC0:INFO> Sep 18 10:49:06 11.1.0.53 EVID:0004 172.16.0.20: successful login for user susan.mccall.42 from 192.168.43.9 Session ID: f2d75934-7f95-4ae5-86f1-cbe6e37c273f
09 18 2023 10:45:22 11.1.0.53 <LOC0:INFO> Sep 18 10:45:22 11.1.0.53 EVID:0004 172.16.0.9: successful login for user susan.mccall.42 from UserPC6 Session ID: 276c7d83-207c-4f80-9822-8e23f04af2bc
09 18 2023 09:47:48 11.1.0.53 <LOC0:INFO> Sep 18 09:47:48 11.1.0.53 EVID:0004 172.16.0.2: successful login for user susan.mccall.42 from 192.168.43.10 Session ID: 569cb0c8-1946-4372-8dbd-aba732a6dc50
09 18 2023 09:30:21 11.1.0.53 <LOC0:INFO> Sep 18 09:30:21 11.1.0.53 EVID:0004 Server2: successful login for user susan.mccall.42 from UserPC7 Session ID: 15a97304-e150-4b7a-81d5-3631930add20
09 18 2023 09:27:07 11.1.0.53 <LOC0:INFO> Sep 18 09:27:07 11.1.0.53 EVID:0004 172.16.0.7: successful login for user susan.mccall.42 from 192.168.43.2 Session ID: 589e4f4a-b648-43e1-bdad-840e753ed4f1
09 18 2023 09:11:15 11.1.0.53 <LOC0:INFO> Sep 18 09:11:15 11.1.0.53 EVID:0004 172.16.0.19: successful login for user susan.mccall.42 from UserPC1 Session ID: 1d9db4de-d73c-4910-a573-b56c6b4f56d3
09 18 2023 09:08:39 11.1.0.53 <LOC0:INFO> Sep 18 09:08:39 11.1.0.53 EVID:0004 Server5: successful login for user susan.mccall.42 from 192.168.43.31 Session ID: 282eadd4-ec7a-47d1-9c86-0cda6997e4a8
09 18 2023 09:06:36 11.1.0.53 <LOC0:INFO> Sep 18 09:06:36 11.1.0.53 EVID:0004 172.16.0.19: successful login for user susan.mccall.42 from UserPC3 Session ID: 422bfb89-7000-45a8-866f-d7b682236194
09 18 2023 08:40:58 11.1.0.53 <LOC0:INFO> Sep 18 08:40:58 11.1.0.53 EVID:0004 172.16.0.15: successful login for user susan.mccall.42 from 192.168.43.6 Session ID: e67dcd09-2e06-4f79-942d-5d5f38facd49
09 18 2023 08:31:22 11.1.0.53 <LOC0:INFO> Sep 18 08:31:22 11.1.0.53 EVID:0004 172.16.0.15: successful login for user susan.mccall.42 from 192.168.43.18 Session ID: a2969030-0d16-4e9c-94bd-959409d74efe
09 18 2023 08:22:21 11.1.0.53 <LOC0:INFO> Sep 18 08:22:21 11.1.0.53 EVID:0004 Server5: successful login for user susan.mccall.42 from 192.168.43.26 Session ID: fc628376-47b3-43fd-b0b5-7a5b067bccf9
09 18 2023 07:48:59 11.1.0.53 <LOC0:INFO> Sep 18 07:48:59 11.1.0.53 EVID:0004 172.16.0.10: successful login for user susan.mccall.42 from 192.168.43.21 Session ID: f4ca8aa3-fb1e-46cf-95fc-fed439484e49
09 18 2023 07:39:19 11.1.0.53 <LOC0:INFO> Sep 18 07:39:19 11.1.0.53 EVID:0004 Server4: successful login for user susan.mccall.42 from 192.168.43.27 Session ID: cc8a9006-c5f9-4565-b4be-a168b0692bd4
09 18 2023 07:36:53 11.1.0.53 <LOC0:INFO> Sep 18 07:36:53 11.1.0.53 EVID:0004 Server3: successful login for user susan.mccall.42 from 192.168.43.6 Session ID: 796aedee-bb3f-42a4-b589-a4048bb2575c
09 18 2023 07:36:01 11.1.0.53 <LOC0:INFO> Sep 18 07:36:01 11.1.0.53 EVID:0004 172.16.0.11: successful login for user susan.mccall.42 from UserPC11 Session ID: d5e49c3e-d6ca-4d32-af6b-3c85da5542ef
09 18 2023 07:13:53 11.1.0.53 <LOC0:INFO> Sep 18 07:13:53 11.1.0.53 EVID:0004 172.16.0.9: successful login for user susan.mccall.42 from 192.168.43.25 Session ID: 012466ce-8438-4937-b0fd-17da4effb750
09 18 2023 07:06:30 11.1.0.53 <LOC0:INFO> Sep 18 07:06:30 11.1.0.53 EVID:0004 172.16.0.9: successful login for user susan.mccall.42 from UserPC6 Session ID: 7c746fa6-60ae-4e54-9bba-5421f7b5073b
09 18 2023 07:06:20 11.1.0.53 <LOC0:INFO> Sep 18 07:06:20 11.1.0.53 EVID:0004 Server1: successful login for user susan.mccall.42 from 192.168.43.6 Session ID: 8fb7e916-346a-4dad-acac-6252401b9818
09 18 2023 06:50:03 11.1.0.53 <LOC0:INFO> Sep 18 06:50:03 11.1.0.53 EVID:0004 172.16.0.4: successful login for user susan.mccall.42 from UserPC9 Session ID: 4062b0d5-2393-41b1-aa13-d84f542a7275
09 18 2023 06:25:55 11.1.0.53 <LOC0:INFO> Sep 18 06:25:55 11.1.0.53 EVID:0004 172.16.0.17: successful login for user susan.mccall.42 from 192.168.43.15 Session ID: 05c921b1-16c5-4ae5-84a6-5997cc180a8a
09 18 2023 06:19:32 11.1.0.53 <LOC0:INFO> Sep 18 06:19:32 11.1.0.53 EVID:0004 172.16.0.12: successful login for user susan.mccall.42 from UserPC5 Session ID: 4e276da2-2a85-4595-908b-e196e87cdefa
09 18 2023 06:13:57 11.1.0.53 <LOC0:INFO> Sep 18 06:13:57 11.1.0.53 EVID:0004 172.16.0.11: successful login for user susan.mccall.42 from 192.168.43.12 Session ID: 797e11b5-3f8b-4668-919e-f9354a9d91da
09 18 2023 05:43:54 11.1.0.53 <LOC0:INFO> Sep 18 05:43:54 11.1.0.53 EVID:0004 172.16.0.4: successful login for user susan.mccall.42 from 192.168.43.31 Session ID: b6eb44e4-e122-4154-be31-ebeb32f193c7
09 18 2023 05:29:28 11.1.0.53 <LOC0:INFO> Sep 18 05:29:28 11.1.0.53 EVID:0004 Server1: successful login for user susan.mccall.42 from UserPC3 Session ID: 062ce669-cabb-46bc-83df-7a9db597477c
09 18 2023 05:13:57 11.1.0.53 <LOC0:INFO> Sep 18 05:13:57 11.1.0.53 EVID:0004 172.16.0.18: successful login for user susan.mccall.42 from 192.168.43.20 Session ID: 55d3f422-8f01-4e93-a614-9e349c565a9b
09 18 2023 04:53:48 11.1.0.53 <LOC0:INFO> Sep 18 04:53:48 11.1.0.53 EVID:0004 172.16.0.4: successful login for user susan.mccall.42 from UserPC1 Session ID: d619b1ea-ffe2-462f-898e-c131ea7ec462
09 18 2023 03:44:49 11.1.0.53 <LOC0:INFO> Sep 18 03:44:49 11.1.0.53 EVID:0004 172.16.0.2: successful login for user susan.mccall.42 from 192.168.43.8 Session ID: 804182df-b75b-41b6-ba18-cdfecd5fb240
09 18 2023 03:40:35 11.1.0.53 <LOC0:INFO> Sep 18 03:40:35 11.1.0.53 EVID:0004 172.16.0.11: successful login for user susan.mccall.42 from 192.168.43.3 Session ID: e17aa86b-a4a3-4831-8940-7fcbc14cdd37
09 18 2023 03:37:48 11.1.0.53 <LOC0:INFO> Sep 18 03:37:48 11.1.0.53 EVID:0004 172.16.0.12: successful login for user susan.mccall.42 from UserPC15 Session ID: 4e6ae75a-851c-4863-988b-422a2929b24a
09 18 2023 03:31:59 11.1.0.53 <LOC0:INFO> Sep 18 03:31:59 11.1.0.53 EVID:0004 172.16.0.15: successful login for user susan.mccall.42 from 192.168.43.22 Session ID: 666de9d3-daf0-455e-9df0-806fc892e782
09 18 2023 03:30:23 11.1.0.53 <LOC0:INFO> Sep 18 03:30:23 11.1.0.53 EVID:0004 Server1: successful login for user susan.mccall.42 from 192.168.43.2 Session ID: 8877c72d-cf1f-4a64-b7f4-ba54a809928a
09 18 2023 03:26:36 11.1.0.53 <LOC0:INFO> Sep 18 03:26:36 11.1.0.53 EVID:0004 172.16.0.11: successful login for user susan.mccall.42 from UserPC5 Session ID: d89ec0af-051f-4a52-8160-7c484b30200c
09 18 2023 03:18:48 11.1.0.53 <LOC0:INFO> Sep 18 03:18:48 11.1.0.53 EVID:0004 172.16.0.17: successful login for user susan.mccall.42 from 192.168.43.26 Session ID: 3fd6ea11-8596-4cdb-bd97-b6a3ee7218f3
09 18 2023 03:17:49 11.1.0.53 <LOC0:INFO> Sep 18 03:17:49 11.1.0.53 EVID:0008 172.16.0.2: user account susan.mccall.42 created by Administrator Session ID: 582a290c-34b0-4dc5-863d-ab3111442be3
09 18 2023 03:06:06 11.1.0.53 <LOC0:INFO> Sep 18 03:06:06 11.1.0.53 EVID:0004 172.16.0.5: successful login for user susan.mccall.42 from 192.168.43.31 Session ID: aa40eb23-2b70-468c-9a54-02b248f570dc
09 18 2023 02:14:26 11.1.0.53 <LOC0:INFO> Sep 18 02:14:26 11.1.0.53 EVID:0004 172.16.0.10: successful login for user susan.mccall.42 from 192.168.43.7 Session ID: 51395044-23b3-4204-9b6c-01d5aee4ea05
09 18 2023 02:08:43 11.1.0.53 <LOC0:INFO> Sep 18 02:08:43 11.1.0.53 EVID:0004 172.16.0.10: successful login for user susan.mccall.42 from 192.168.43.7 Session ID: c06ec100-4345-4544-a878-3a7d3122eb17
09 18 2023 01:55:25 11.1.0.53 <LOC0:INFO> Sep 18 01:55:25 11.1.0.53 EVID:0004 172.16.0.6: successful login for user susan.mccall.42 from 192.168.43.24 Session ID: 3904c8e5-76af-40c8-91c6-5683726a9044
09 18 2023 01:17:06 11.1.0.53 <LOC0:INFO> Sep 18 01:17:06 11.1.0.53 EVID:0004 172.16.0.2: successful login for user susan.mccall.42 from 192.168.43.12 Session ID: 6d6f5d4b-794f-4e5c-ad19-42d9ed7d1d53
